CD_CARGO,SQ_CANDIDATO,NR_IDADE_DATA_POSSE_x,CD_GENERO,CD_GRAU_INSTRUCAO,CD_ESTADO_CIVIL,CD_COR_RACA,CD_OCUPACAO,ST_REELEICAO_x,VR_BEM_CANDIDATO_x,QT_VOTOS_NOMINAIS_x,DS_SIT_TOT_TURNO
7,40001618503,50.0,2,8,3,3,266,0,197631.77,491,0
5,90001652051,54.0,2,8,9,1,257,0,41485046.02,799022,1
7,250001643277,58.0,4,6,9,2,113,0,13000.0,86,0
7,100001608098,71.0,2,6,3,3,923,0,13530000.0,37709,1
6,50001614030,36.0,2,8,1,3,999,0,100.0,293,0
6,210001604638,45.0,2,8,3,1,265,0,183000.0,16858,0
7,90001674798,40.0,2,4,3,3,257,0,719476.58,1513,0
7,190001603269,63.0,2,6,3,1,297,0,1495590.9,15775,0
6,130001610995,53.0,2,8,3,1,131,0,2289462.0,1411,0
8,70001612572,58.0,2,8,3,1,923,0,773502.23,1805,0
8,70001650224,42.0,4,8,3,3,257,0,2042632.65,6613,0
7,210001620202,30.0,2,8,1,3,999,0,22839.92,1975,0
7,130001607693,36.0,2,8,3,1,112,0,450000.0,4583,0
6,120001636658,73.0,2,8,3,1,111,0,2630161.37,12392,0
7,160001723224,53.0,2,8,3,2,512,0,10000.0,256,0
7,190001620521,35.0,2,7,1,1,169,0,384547.0,6583,0
7,60001633797,58.0,2,8,3,3,233,0,22000.0,591,0
6,250001611982,27.0,2,7,1,1,257,0,69977.15,2684,0
7,50001620009,71.0,2,8,3,2,111,0,1330561.71,3900,0
7,90001712179,43.0,4,8,3,1,131,0,665772.96,38574,1
6,50001605365,58.0,2,8,3,1,277,1,2784246.53,128439,1
7,130001613013,48.0,4,8,1,3,257,0,172000.0,68,0
7,40001643458,62.0,4,8,9,3,923,0,50000.0,76,0
6,210001647866,38.0,2,6,1,2,257,0,6000.0,1452,0
7,190001649604,42.0,2,4,3,3,257,0,118000.0,349,0
6,110001601897,35.0,4,8,1,3,125,0,209600.0,655,0
7,250001610176,61.0,2,8,3,3,999,0,413133.22,34634,0
7,240001645021,29.0,2,7,1,1,601,0,30169.78,1685,0
7,160001614759,47.0,4,6,3,1,169,0,800000.0,1672,0
6,130001603596,50.0,4,8,3,3,235,0,167102.0,2795,0
7,270001643132,55.0,4,6,1,3,581,0,100000.0,25,0
6,140001615723,51.0,2,6,3,1,278,0,300000.0,16743,0
7,40001609199,68.0,2,8,3,3,111,0,175000.0,11021,0
7,80001621172,50.0,2,8,3,3,257,0,625000.0,514,0
6,180001608631,38.0,2,8,3,3,278,0,201849.52,8874,0
6,240001610964,37.0,2,8,1,3,999,0,287000.0,2505,0
7,190001600429,46.0,2,8,3,1,278,0,2542143.51,22982,0
7,250001597797,56.0,4,8,3,1,922,0,885000.0,1111,0
7,160001614781,73.0,4,8,1,1,297,0,542000.0,405,0
6,50001614052,38.0,2,8,1,3,257,0,12500.0,71,0
6,220001614440,52.0,2,6,3,1,257,0,10500.0,20,0
7,270001697204,55.0,2,8,3,3,297,0,102360.58,4517,0
7,20001620176,47.0,4,8,9,2,266,0,78456.83,205,0
7,130001607733,49.0,2,8,1,3,101,0,500000.0,266,0
6,240001602687,73.0,4,8,5,1,131,0,1725195.08,26797,0
7,20001612345,50.0,2,8,3,1,910,0,148000.0,894,0
6,190001644797,62.0,4,8,9,3,234,0,179770.9,364,0
7,250001605008,76.0,2,8,3,1,999,0,1484581.0,338,0
6,250001612014,73.0,2,8,1,4,121,0,1960904.21,619,0
7,240001614355,67.0,2,8,9,1,111,0,1006697.81,3688,0
6,160001654814,38.0,4,6,3,3,999,0,134.24,929,0
7,210001611284,51.0,2,6,9,1,921,0,419330.0,888,0
6,250001606072,39.0,4,8,3,1,134,0,4496.87,3685,0
6,250001620253,32.0,4,8,1,1,931,0,339.38,913,0
7,160001716007,49.0,2,8,3,1,277,0,2081320.16,76592,1
7,60001723722,48.0,4,8,3,1,142,0,399115.42,33275,1
8,70001620307,45.0,4,7,1,1,257,0,720000.0,452,0
7,50001620918,44.0,2,7,1,3,401,0,62000.0,915,0
7,110001719784,55.0,2,8,3,1,131,0,607000.0,2920,0
7,250001611548,57.0,2,6,3,2,709,0,93000.0,129,0
7,200001653263,46.0,2,8,3,3,297,0,164419.39,348,0
7,130001727503,66.0,4,6,3,3,999,0,160000.0,102,0
6,190001600469,48.0,2,8,3,1,266,0,160375.16,497,0
7,270001620110,69.0,2,8,3,1,111,0,578341.14,326,0
7,240001612514,44.0,2,8,3,3,910,0,50000.0,16327,0
6,250001611358,41.0,2,6,9,1,233,0,935065.0,2816,0
6,30001621528,67.0,2,8,3,3,999,0,598018.0,332,0
7,80001611181,56.0,2,6,3,2,254,0,27000.0,2246,0
7,240001616206,33.0,2,6,9,1,257,1,491123.0,15146,0
6,190001600483,58.0,4,8,1,3,143,0,78928.0,213,0
6,120001598324,37.0,2,8,3,3,111,0,800000.0,1115,0
7,200001617956,45.0,2,5,1,3,502,0,6000.0,207,0
7,140001601821,49.0,2,8,1,3,257,0,1480000.0,623,0
7,60001619178,62.0,2,7,9,3,257,1,1645677.06,76053,1
6,160001603298,41.0,2,8,3,1,278,0,315821.21,8606,0
7,160001614987,68.0,4,8,1,2,923,0,102852.45,1476,0
6,250001622080,45.0,2,8,1,2,257,0,65000.0,2945,0
6,250001602067,56.0,2,8,9,1,278,0,922082.78,11304,0
7,100001689571,29.0,2,6,3,3,257,0,200000.0,968,0
6,240001611134,63.0,4,8,3,1,923,0,155463.12,1697,0
7,60001613083,74.0,2,4,3,3,237,0,400000.0,197,0
7,240001679640,54.0,4,8,3,1,298,0,420758.02,5171,0
7,50001619263,39.0,2,8,3,3,237,0,200566.0,14986,0
6,190001619205,52.0,2,8,3,2,257,0,3928500.0,467,0
7,210001610599,65.0,2,7,3,1,277,1,126035.38,70580,1
7,210001606117,52.0,4,7,1,3,298,0,832000.0,759,0
6,210001601592,56.0,4,8,1,1,131,0,3054775.7,344,0
7,60001713035,57.0,2,4,3,1,601,0,49000.0,348,0
6,130001634162,49.0,2,6,3,1,257,0,21000.0,104,0
6,160001717480,56.0,4,6,5,1,166,0,5000.0,105,0
7,150001718100,48.0,4,8,3,3,134,0,183000.0,644,0
7,190001639165,34.0,2,8,3,2,257,0,35800.0,116,0
7,250001602175,57.0,2,8,3,4,257,0,401216.75,3066,0
6,120001650740,47.0,2,8,3,1,257,0,94000.0,5190,0
7,90001643097,63.0,4,3,3,3,413,0,1000000.0,151,0
6,190001638616,54.0,4,8,9,1,297,0,98320.0,257,0
7,210001610589,59.0,4,8,3,1,277,1,621816.0,39039,1
6,160001716317,46.0,4,8,3,1,257,0,1014581.0,2366,0
6,160001716222,69.0,2,8,9,3,131,0,1380000.0,215,0
6,20001653834,37.0,2,8,3,2,265,0,236000.0,368,0
7,200001652898,32.0,2,8,1,1,278,0,159195.74,26609,0
7,190001654257,40.0,2,8,3,1,235,0,210400.0,6261,0
7,190001600448,31.0,4,7,1,2,277,1,10000.0,50140,1
7,130001613341,55.0,2,6,3,2,923,0,93394.0,626,0
7,130001613309,29.0,2,8,1,3,101,0,262335.34,503,0
7,190001645633,29.0,2,8,3,3,278,0,298990.0,6830,0
6,50001613574,50.0,4,6,3,1,233,0,116.27,2188,0
8,70001732346,32.0,2,7,3,1,502,0,80000.0,107,0
6,250001611261,33.0,2,8,1,2,257,0,252143.01,8321,0
6,80001719425,51.0,4,8,9,1,142,0,44000.0,3640,0
7,130001596297,44.0,2,8,1,1,257,0,2342268.74,833,0
6,250001611361,57.0,2,8,9,1,277,1,1437795.35,61546,0
7,250001611484,69.0,2,8,1,1,277,1,45842.43,78142,1
7,200001605994,41.0,4,8,3,3,266,0,500000.0,763,0
7,190001612198,62.0,4,6,3,1,277,1,704737.53,60464,1
5,70001621521,43.0,4,8,3,3,277,0,1044707.89,429676,0
7,90001601569,67.0,2,7,3,1,125,0,4955000.0,88,0
6,250001610260,63.0,2,8,3,1,131,0,1075283.15,4954,0
6,130001615155,40.0,2,8,9,1,131,0,4407569.0,1557,0
6,30001640515,78.0,2,8,3,3,101,0,500073.04,680,0
7,190001601343,50.0,2,2,1,3,537,0,160000.0,15,0
7,160001621879,61.0,2,6,3,1,257,0,1237214.56,1981,0
7,250001721406,41.0,2,4,1,2,257,0,600000.0,110,0
7,210001611301,30.0,4,7,3,1,303,0,4000.0,388,0
7,80001724270,38.0,2,7,1,4,298,0,105000.0,1723,0
7,250001614946,40.0,2,7,3,1,164,0,633737.85,443,0
6,100001602274,42.0,2,8,3,3,297,0,1413000.0,111844,0
6,130001634128,44.0,2,8,3,3,125,0,546000.0,17775,0
6,250001620753,36.0,4,7,9,3,257,0,1780000.0,2041,0
7,180001610946,66.0,2,8,3,1,999,0,90000.0,1361,0
7,230001602213,46.0,4,5,1,1,601,0,250000.0,318,0
7,130001607530,27.0,2,6,1,2,999,0,358.48,546,0
7,190001620528,44.0,2,8,3,1,257,0,362888.0,3443,0
6,190001619207,53.0,2,7,1,1,278,0,95022.04,152219,1
6,270001643526,48.0,4,8,9,3,297,0,40000.0,10599,0
6,60001619123,63.0,2,7,3,3,922,0,1462000.0,1638,0
6,160001603295,39.0,2,8,3,1,277,1,641876.61,109043,1
6,20001652298,44.0,4,8,3,1,142,0,223423.51,1225,0
6,250001611350,74.0,2,8,9,4,277,0,43321.61,8166,0
7,130001613025,34.0,2,8,3,1,257,0,4190746.03,7644,0
6,270001643930,42.0,4,6,1,3,581,0,140000.0,2543,0
8,70001596089,61.0,4,7,1,3,297,0,209494.93,2180,0
6,250001611275,40.0,2,8,1,1,131,0,98076.05,17317,0
6,110001612757,52.0,2,8,3,1,277,1,254290.59,82182,1
7,260001668327,37.0,2,8,1,1,999,0,230000.0,27947,1
7,210001601638,52.0,2,8,3,1,232,0,1848713.64,59648,1
7,160001716141,62.0,4,8,3,1,257,1,1912659.36,46011,1
7,240001614390,72.0,2,6,9,1,277,1,57635.2,49958,1
6,100001599076,58.0,2,8,3,1,257,0,5137074.72,21459,0
6,50001619868,63.0,2,8,3,1,999,0,494941.85,10203,0
8,70001620308,34.0,4,8,3,6,297,0,160000.0,708,0
6,90001651349,36.0,4,8,9,1,131,0,381900.83,2459,0
7,100001608087,45.0,2,8,1,3,277,1,187968.23,48090,1
6,180001602515,56.0,2,8,3,3,277,0,2346554.16,117669,1
7,140001676638,56.0,2,8,3,3,923,0,280000.0,1621,0
7,190001606381,36.0,4,8,9,3,257,0,7500.0,3208,0
7,130001598560,63.0,4,8,3,1,132,0,674338.15,1089,0
6,250001610262,52.0,2,6,3,1,278,0,234408.96,5202,0
6,210001649221,65.0,2,7,1,1,257,0,2388000.0,177,0
6,250001610676,39.0,2,8,1,1,257,0,748254.0,655,0
7,90001695749,55.0,2,8,3,3,277,1,320026.15,29908,1
7,130001607361,44.0,2,8,3,3,277,1,786902.5,90271,1
7,220001635568,58.0,2,7,1,1,235,0,100000.0,142,0
6,250001611864,53.0,2,7,9,1,169,0,51000.0,524,0
7,130001615637,39.0,2,8,9,1,111,0,1161662.97,19326,0
7,90001695156,63.0,2,6,9,3,999,0,82000.0,63,0
7,190001612213,42.0,2,8,3,1,131,0,330981.04000000004,28609,0
7,190001636606,37.0,2,6,9,1,233,0,126387.54,343,0
6,120001613401,52.0,2,7,3,3,910,0,136446.0,23084,0
7,110001655607,42.0,2,8,1,1,131,1,6302483.84,30240,1
7,230001600134,36.0,4,8,1,3,125,0,128800.0,39,0
6,160001654653,28.0,4,8,1,3,999,0,200500.0,2251,0
6,70001654745,26.0,2,8,1,1,257,0,358000.0,6112,0
6,270001649250,48.0,4,6,1,3,931,0,150000.0,50,0
7,160001623128,49.0,2,8,9,1,278,0,116640.69,6281,0
7,60001613532,54.0,2,6,3,1,257,0,2616659.99,8127,0
7,170001608966,45.0,4,8,1,3,142,0,327927.0,4822,0
7,80001720058,76.0,2,8,3,1,101,1,1548147.52,20219,1
7,140001676887,51.0,2,8,3,3,266,0,36777.0,3673,0
7,80001649866,49.0,2,8,3,1,233,0,96.85,2805,0
6,260001644383,63.0,2,8,3,1,131,0,2232060.0,24,0
6,220001621206,37.0,2,8,1,1,142,0,1184212.17,10161,0
6,130001607274,57.0,4,7,3,2,923,0,337000.0,1334,0
6,140001726518,46.0,2,8,3,3,233,0,700000.0,360,0
7,250001621709,60.0,2,6,3,1,512,0,480000.0,119,0
6,200001603649,42.0,4,8,1,1,101,0,377000.0,31240,0
6,160001654809,51.0,2,8,1,1,257,0,1291239.7,2574,0
7,80001648815,56.0,2,8,3,3,258,0,576000.0,1261,0
6,190001619511,50.0,2,8,3,1,257,0,21969787.76,43219,0
6,240001611950,44.0,2,8,3,1,125,0,333578.77,9760,0
7,250001610001,35.0,2,6,3,2,999,0,20000.0,1347,0
7,80001619796,54.0,2,6,3,1,233,0,25000.0,437,0
7,140001676897,46.0,2,8,3,3,257,0,1420140.13,19218,0
7,220001596844,54.0,2,7,3,3,257,0,6592419.33,445,0
6,230001600096,52.0,2,8,3,1,296,0,900000.0,964,0
7,270001676100,40.0,2,8,3,3,232,0,670000.0,12553,1
7,120001646497,50.0,2,8,3,1,111,0,1653604.75,4909,0
6,20001697701,42.0,2,8,3,1,999,0,13124.0,135,0
7,130001598594,65.0,2,8,3,1,142,0,1405000.0,1591,0
6,80001604528,49.0,2,8,3,1,111,0,3143717.34,12293,0
7,100001603158,36.0,4,8,1,1,131,0,623179.3200000001,55314,1
8,70001596080,52.0,4,8,1,3,230,0,30000.0,911,0
7,250001606227,41.0,4,8,9,3,265,0,47000.0,1733,0
7,100001689539,46.0,2,8,3,3,151,0,220000.0,1196,0
6,190001619220,66.0,2,8,3,1,131,0,350000.0,27833,0
7,250001642189,50.0,2,8,3,3,131,0,2405479.0,2647,0
6,70001732347,71.0,2,8,5,3,921,0,1096458.15,395,0
7,30001739333,41.0,4,8,1,2,999,0,208000.0,45,0
7,270001697344,52.0,2,8,3,3,125,0,365000.0,5676,0
7,210001621295,35.0,2,6,1,1,278,0,1030.76,3295,0
7,40001618663,47.0,2,8,3,3,111,0,300000.0,21425,0
7,170001609284,57.0,4,8,3,1,111,0,781628.36,35515,1
7,250001597758,53.0,4,8,3,1,131,0,615000.0,1939,0
7,190001649595,39.0,2,6,3,2,278,0,40900.0,2402,0
6,240001610845,31.0,2,8,3,1,142,0,92000.0,2123,0
6,250001643902,37.0,4,8,3,1,999,0,315943.34,197,0
6,50001602958,60.0,2,6,3,2,277,1,395753.33,77164,1
7,60001634409,55.0,2,4,9,1,257,0,510000.0,14461,0
6,250001610310,49.0,4,8,9,1,999,0,34436.45,84,0
6,140001620904,63.0,2,4,3,1,277,1,1540698.21,79862,1
7,60001723720,43.0,2,6,1,3,257,0,170000.0,5304,0
6,70001723759,35.0,2,8,9,3,296,0,1966500.0,731,0
7,20001697269,29.0,4,6,3,3,216,0,12108.0,143,0
7,250001597752,31.0,2,8,1,3,131,0,175200.0,2292,0
7,140001676624,50.0,4,8,1,3,230,0,102746.16,2563,0
7,160001717343,49.0,2,6,1,3,532,0,135000.0,208,0
6,240001647249,51.0,4,8,3,3,125,0,2260000.0,2284,0
8,70001616705,41.0,2,3,3,3,999,0,835720.0,784,0
8,70001723607,52.0,4,8,9,1,125,0,1302520.85,403,0
7,100001613736,49.0,4,7,1,3,257,0,170000.0,30,0
6,50001609365,56.0,2,7,9,1,163,0,75600.0,31448,0
7,170001619699,69.0,4,6,3,3,590,0,316090.36,1439,0
7,250001597787,33.0,2,8,3,1,131,0,70000.0,2795,0
6,190001603420,52.0,2,8,1,1,233,0,1502095.73,774,0
6,250001611362,72.0,2,8,3,1,131,0,959044.62,73054,1
6,130001728573,52.0,4,8,9,1,131,0,761000.0,646,0
7,10001643854,52.0,2,8,3,2,999,0,672000.0,589,0
6,190001609688,60.0,2,6,3,1,257,0,3512828.62,31140,0
6,190001609756,41.0,2,8,3,1,125,0,440000.0,2140,0
7,160001615008,41.0,4,8,9,3,999,0,190000.0,2289,0
6,160001622302,50.0,2,8,3,1,277,1,1287328.91,168157,1
7,60001633828,53.0,4,8,3,1,111,1,381677.94,83423,1
7,240001614572,47.0,4,8,3,1,999,0,11819.74,1587,0
7,270001615099,54.0,2,8,3,1,923,0,734000.0,584,0
7,90001695748,48.0,4,6,3,3,278,0,154760.98,17868,0
8,70001712793,46.0,2,8,3,1,112,0,102663.05,945,0
6,170001609065,53.0,4,6,3,2,999,0,37500.0,1887,0
7,10001606220,37.0,4,6,3,2,125,0,80000.0,29,0
7,130001613024,48.0,2,8,3,3,131,0,83000.0,1033,0
6,210001597003,53.0,4,8,1,1,999,0,183990.0,2408,0
8,70001611520,32.0,4,8,3,2,131,0,9086.35,225,0
7,30001607460,43.0,4,8,3,2,999,0,55000.0,163,0
6,250001715839,61.0,4,8,1,1,999,0,0.1,683,0
7,80001719712,29.0,4,8,1,2,265,0,149000.0,526,0
6,250001611240,49.0,2,8,3,1,999,0,2622540.0700000003,80085,0
7,200001653265,40.0,2,8,3,3,278,0,496950.0,8610,0
7,50001648305,44.0,4,8,3,3,999,0,88508.48,451,0
7,80001602761,41.0,2,8,1,1,257,0,197626.61,2824,0
6,160001603315,57.0,2,8,3,3,921,0,178000.0,1094,0
6,130001615458,35.0,2,8,1,3,999,0,79946.25,1655,0
6,140001598305,58.0,2,8,3,1,295,0,218691.9,1689,0
7,240001643349,45.0,2,8,3,1,278,0,350000.0,29195,0
7,190001600458,56.0,2,7,9,1,999,0,21466.5,904,0
6,220001621204,49.0,2,6,1,3,601,0,320930.0,2721,0
6,250001604980,57.0,2,8,1,1,257,0,84500.0,1072,0
7,130001613115,56.0,2,8,3,3,277,1,1200497.52,48562,0
6,190001645427,69.0,2,8,3,1,999,0,6581083.16,72725,1
6,80001604530,48.0,2,8,3,1,258,0,550000.0,13379,0
7,60001608943,59.0,2,8,9,3,131,0,713000.0,1697,0
7,100001675677,61.0,2,8,1,1,125,0,120000.0,620,0
6,140001621350,36.0,2,8,3,1,257,0,340000.0,59597,0
7,40001609188,45.0,2,7,3,3,221,0,7000.0,9711,0
8,70001596101,56.0,4,8,1,2,922,0,468426.66,3248,0
7,160001623087,29.0,2,8,1,3,101,0,25897.15,3708,0
6,250001695285,62.0,4,8,9,1,215,0,41000.0,74,0
7,250001610451,47.0,4,6,3,3,125,0,44669.01,663,0
7,30001607454,56.0,2,6,3,3,298,0,260000.0,6517,1
7,60001603525,37.0,2,8,3,1,111,1,1035747.35,76726,1
7,240001614356,56.0,2,8,3,1,131,1,4398950.29,45304,1
7,250001721408,60.0,2,6,9,1,999,0,180000.0,158,0
7,170001639702,43.0,4,8,3,3,124,0,330000.0,115,0
6,190001613469,68.0,2,8,3,2,131,0,500.0,471,0
6,50001613572,31.0,2,8,1,3,171,0,100000.0,1662,0
6,10001614197,58.0,4,8,3,3,125,1,960000.0,14914,0
7,60001619116,58.0,4,8,5,1,111,0,215037.31,1116,0
7,250001721387,50.0,2,8,1,1,297,0,14000.0,67,0
7,130001611582,37.0,4,6,3,3,125,0,133000.0,669,0
7,160001603359,73.0,2,8,3,1,257,1,4640552.89,24544,0
7,250001620663,44.0,2,8,3,3,257,0,169500.0,2188,0
7,60001608924,44.0,2,8,9,1,111,0,807910.19,1800,0
7,50001696417,43.0,4,7,1,3,257,0,630000.0,125,0
7,80001645481,40.0,2,6,3,2,169,0,58000.0,888,0
6,250001717175,46.0,2,8,3,3,164,0,705178.0,634,0
7,100001608120,50.0,2,8,1,3,999,0,101000.0,171,0
7,240001610050,37.0,2,8,3,1,292,0,117587.38,273,0
6,80001653248,38.0,2,8,3,3,101,0,3000.0,397,0
7,130001619039,58.0,2,8,3,1,101,0,230000.0,243,0
6,150001603194,45.0,2,6,3,1,257,0,503000.0,17145,0
7,210001648958,48.0,2,5,1,1,257,0,29900.0,5460,0
7,210001647152,60.0,2,8,3,1,111,0,3356492.94,340,0
7,260001669096,64.0,2,8,3,1,923,0,177399.24,896,0
7,230001600069,59.0,2,5,3,3,537,0,50000.0,167,0
7,190001612207,28.0,2,8,1,1,131,0,30462.8,33688,1
7,240001614341,57.0,4,8,1,1,278,0,416202.48,4829,0
7,160001614842,69.0,4,5,3,3,257,0,70000.0,131,0
6,250001610270,36.0,2,8,9,1,277,0,399840.77,141595,1
7,140001601811,61.0,4,7,9,3,125,0,1200000.0,33,0
6,40001609252,52.0,4,6,3,3,921,0,3000.0,952,0
7,250001639622,46.0,2,5,3,1,257,0,227520.0,5192,0
6,100001610038,46.0,2,8,3,3,125,0,2013128.06,1218,0
7,50001606417,57.0,2,8,3,1,101,1,1060000.0,59435,1
7,160001622180,46.0,2,8,3,1,131,0,452150.0,41052,1
6,270001697140,59.0,2,6,3,2,297,0,45000.0,868,0
7,120001650950,44.0,4,8,1,3,411,0,170000.0,135,0
6,100001601143,55.0,2,8,3,1,277,0,20230953.6,54547,1
7,210001647976,54.0,2,8,1,1,131,0,139205.87,3676,0
6,190001603428,42.0,2,8,9,1,258,0,400000.0,2985,0
6,220001612155,40.0,2,8,3,1,278,0,1783399.93,3877,0
7,190001615302,52.0,2,6,1,3,156,0,5100.0,100,0
7,140001677146,51.0,2,8,3,3,131,0,292000.0,411,0
7,270001697209,31.0,2,8,1,3,131,0,107518.43,5289,0
6,150001620426,46.0,2,6,1,1,923,0,125000.0,1090,0
7,190001601395,56.0,2,6,3,1,278,0,646703.4,13051,0
6,60001603451,58.0,2,8,3,3,101,0,3325824.19,4916,0
7,60001668701,55.0,2,8,3,1,257,0,140000.0,1288,0
7,80001649868,59.0,2,4,3,1,601,0,140800.0,2423,0
7,130001598577,42.0,2,8,3,1,115,0,360003.96,1364,0
6,130001671777,58.0,2,6,9,1,169,0,280000.0,200,0
7,90001653958,66.0,2,6,3,1,257,0,1138498.81,592,0
7,80001602765,43.0,2,8,3,1,277,1,696734.36,16948,1
7,250001610127,77.0,2,8,3,1,923,0,382000.0,2277,0
7,110001731894,61.0,4,8,7,2,298,0,92335.27,165,0
7,250001621756,59.0,2,8,3,1,297,0,495147.0,4850,0
6,250001643733,54.0,2,8,9,1,257,0,4500000.0,678,0
7,60001723718,40.0,2,8,1,1,111,0,1260000.0,350,0
6,250001611344,68.0,2,8,3,1,923,0,1703441.9,14106,0
6,170001723355,47.0,2,4,1,3,254,0,120000.0,491,0
6,130001619759,61.0,2,8,3,1,111,0,168742.33000000002,4925,0
6,190001613487,60.0,2,6,9,1,541,0,5323.0,7217,0
7,90001695751,40.0,4,8,1,1,113,0,319900.0,1724,0
8,70001621133,44.0,2,8,3,1,297,0,270000.0,604,0
7,230001600056,46.0,2,6,9,3,185,0,10000.0,355,0
7,270001643146,30.0,4,8,9,3,131,0,140000.0,751,0
7,230001643511,51.0,2,8,1,3,999,0,96000.0,27,0
6,140001620905,65.0,4,8,9,1,923,0,37696.65,100507,0
7,270001700719,46.0,2,7,1,3,403,0,250000.0,7,0
7,210001621286,34.0,2,8,1,1,101,0,327027.0,1754,0
7,150001718207,60.0,2,8,3,1,277,1,315000.0,10266,0
7,250001605039,63.0,4,8,9,1,118,0,92972.0,570,0
7,240001614295,46.0,4,8,1,1,999,0,192000.0,390,0
6,130001610986,53.0,2,8,3,1,126,0,702000.0,1478,0
6,110001623298,43.0,4,8,3,1,112,0,1000000.0,18522,0
6,180001618285,60.0,4,8,9,1,395,0,768366.0,315,0
6,160001654829,45.0,2,8,1,1,125,0,1128695.0,4865,0
7,190001654252,68.0,2,6,9,3,257,0,23561745.81,4885,0
7,250001642194,47.0,2,7,1,2,999,0,410000.0,895,0
7,220001596845,64.0,2,6,3,3,171,0,800000.0,483,0
7,50001610351,50.0,2,6,9,3,999,0,2000.0,25,0
6,60001712975,47.0,2,6,1,1,169,0,600000.0,115,0
7,250001620591,37.0,2,7,1,2,278,0,74740.0,4385,0
7,220001635547,54.0,2,8,3,3,999,0,650645.04,3628,0
7,150001621574,35.0,2,8,3,3,197,0,4000.0,1773,0
7,140001611695,57.0,2,8,3,1,101,1,1300739.2,35924,0
6,140001611704,76.0,2,8,3,1,111,0,1936108.07,38478,0
6,250001611228,44.0,2,6,3,3,999,0,81399.37,2564,0
7,10001606211,56.0,2,8,9,3,132,0,10000.0,115,0
7,180001597465,35.0,2,8,3,1,171,0,47175.82,17776,0
7,250001643665,25.0,2,8,1,3,278,0,138140.85,8751,0
6,220001596863,48.0,4,8,9,3,257,0,127507.4,913,0
7,250001620645,53.0,4,8,1,2,134,0,75000.0,385,0
6,190001644824,52.0,2,8,3,1,257,0,391156.41,5168,0
7,270001697211,57.0,2,8,9,2,101,0,35900.0,266,0
7,210001601655,47.0,2,7,3,1,921,0,80350.0,1321,0
7,240001644422,44.0,2,8,3,1,278,0,255000.0,5548,0
7,50001604561,47.0,2,8,3,3,233,0,480000.0,3727,0
7,160001614861,54.0,2,2,1,1,999,0,20000.0,310714,0
6,70001595677,38.0,2,8,1,2,230,0,122762.09,31538,0
6,190001613489,48.0,2,8,3,1,278,0,1075627.19,10339,0
7,190001654265,50.0,4,7,9,1,257,0,2280952.5,83,0
6,170001604097,44.0,2,8,3,1,121,1,838894.32,110511,0
7,180001597464,44.0,4,8,1,2,169,0,5500.0,369,0
6,60001608857,44.0,4,6,3,3,169,0,5100.0,2401,0
7,190001645270,61.0,4,8,1,2,124,0,290000.0,114,0
6,190001606560,48.0,2,7,3,3,126,0,95000.0,1178,0
6,130001610985,53.0,2,8,9,3,257,0,110000.0,2445,0
6,230001600148,61.0,4,8,1,3,131,0,939247.0,1595,0
6,90001645001,37.0,2,7,3,1,257,0,135000.0,2759,0
7,260001712266,42.0,2,3,3,1,257,0,203400.0,1138,0
7,80001650863,54.0,4,3,1,2,176,0,90000.0,137,0
6,140001598306,61.0,2,6,3,1,169,0,1194527.81,20434,0
7,190001654222,37.0,2,8,1,1,266,0,154813.24,1764,0
6,130001596012,48.0,2,6,3,3,257,0,1565000.0,297,0
6,160001614548,52.0,4,8,9,1,101,0,1091852.58,382,0
7,130001619068,58.0,2,8,9,3,277,1,1550000.0,76039,1
6,200001601296,27.0,4,8,1,1,172,0,49932.98,1879,0
7,90001647410,37.0,2,6,3,1,278,0,235000.0,994,0
7,180001605688,58.0,4,4,1,2,110,0,38177.09,4211,0
7,50001647075,58.0,2,8,3,2,134,0,62000.0,617,0
7,190001723106,39.0,2,6,3,3,536,0,53000.0,1783,0
7,90001649529,43.0,2,8,1,1,999,0,520000.0,20432,0
6,250001717137,57.0,2,8,1,1,171,0,142908.5,608,0
7,220001713849,43.0,2,6,1,3,169,0,831200.0,316,0
7,220001724635,50.0,2,6,3,1,257,0,183700.0,92959,0
6,70001654750,49.0,4,8,1,1,131,0,77064788.49,349,0
7,160001716039,59.0,2,7,9,1,602,1,21095233.32,21735,0
6,160001603736,51.0,2,6,3,1,257,0,315717.19,2286,0
6,110001650732,48.0,4,8,3,2,581,0,370000.0,250,0
7,150001643187,56.0,2,5,9,3,257,0,65000.0,1573,0
8,70001649948,34.0,2,8,3,1,257,0,1420000.0,1096,0
7,210001696176,55.0,4,8,9,1,278,0,9933.54,8752,0
7,250001602161,60.0,4,8,3,2,403,0,450408.82,1260,0
7,110001618164,40.0,2,6,3,1,298,0,96400.0,1863,0
6,190001598404,57.0,2,8,9,1,125,0,5000000.0,617,0
7,160001723234,48.0,2,6,3,2,303,0,5000.0,433,0
6,210001648587,66.0,2,7,3,1,171,1,9722550.0,76521,0
6,190001714942,38.0,2,8,3,1,233,0,928389.87,257,0
7,10001643318,49.0,2,8,3,2,292,0,100000.0,220,0
6,130001619779,56.0,2,8,3,1,277,1,159110.0,123370,1
7,100001603171,43.0,2,8,3,3,277,1,2638370.0,37186,0
6,30001607333,46.0,2,8,3,2,257,0,1500000.0,31,0
6,270001613200,49.0,2,6,1,2,604,0,250000.0,129,0
